key,name,description,icon,rarity,affinity,breed,shard_item,unique_command,habit_slot_1_key,habit_slot_1_name,habit_slot_2_key,habit_slot_2_name,habit_slot_3_key,habit_slot_3_name,habit_slot_4_key,habit_slot_4_name,habit_slot_5_key,habit_slot_5_name,habit_slot_6_key,habit_slot_6_name
dragon_iconic_vermithor,Vermithor,"Vermithor, the Bronze Fury, whose scales glitter like the richest sun-kissed treasures, once bore King Jaehaerys I across the skies. This dragon’s fierce loyalty and fiery breath have etched their mark upon the annals of history. It was Vermithor who breathed life into the flames of King Aenys I's funeral pyre—a sight both awe-inspiring and somber. 

Now, Vermithor seeks the solace of solitude, residing in the smoky embrace of Dragonmont’s caverns, where the echoes of past glories and the whispers of the mountain intertwine. A legend not lost, but silently watching over his realm from the shadows of his lair.",Icon_Dragon_Thumb_Vermithor.png,rarity_dragon_legendary,affinity_iconic_vermithor,breed_champion,item_shard_iconic_vermithor,command_unique_vermithor_01,habit_dragon_vermithor_slot1_01,Champion's Brilliance,habit_dragon_vermithor_slot2_01,Noble Sacrifice,habit_dragon_vermithor_slot3_01,Nimble Resilience,habit_dragon_vermithor_slot4_01,Bronze Bulwark,habit_dragon_vermithor_slot5_01,Fury's Poise,habit_dragon_vermithor_slot6_01,Vengeful Fury 
dragon_generic_dreadfire,WIP Dreadfire,"During the Battle of Emberfall, Dreadfire, the Blazing Terror, turned the tide not with a roar, but with a sneeze so powerful it sent battalions flying! His fiery breath, they say, once toasted an entire picnic when he mistook it for a battlefield. Entire armies have been known to flee at the mere sight of his fiery silhouette against the horizon. 

Yet, beneath that rough exterior lies a mind as sharp as Valyrian steel, a master strategist who has outsmarted countless foes, though one occasionally distracted by shiny objects. Dreadfire’s tale is one of unexpected power, a reminder that even the mightiest of dragons can be undone by the simplest of Instinct.",Icon_Dragon_Thumb_Dreadfire.png,rarity_dragon_legendary,affinity_generic_dreadfire,breed_champion,item_shard_generic_dreadfire,command_unique_dreadfire_01,habit_dragon_dreadfire_slot1_01,<color=purple>Work in Progress</color>,habit_dragon_dreadfire_slot2_01,<color=purple>Work in Progress</color>,habit_dragon_dreadfire_slot3_01,<color=purple>Work in Progress</color>,habit_dragon_dreadfire_slot4_01,<color=purple>Work in Progress</color>,habit_dragon_dreadfire_slot5_01,<color=purple>Work in Progress</color>,habit_dragon_dreadfire_slot6_01,<color=purple>Work in Progress</color>
dragon_iconic_caraxes,Caraxes,"The Dance of the Dragons would be but a dull waltz without Caraxes, the Blood Wyrm. With Prince Daemon Targaryen upon his back, they paint the sky with flames of ambition and vengeance. 

The legends often whisper of their fierce battles, but it is their unbreakable bond, the dance of dragon and rider, that truly defines them. A partnership forged in fire, destined to be sung of as long as the skies remember the beat of dragons' wings.",Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_legendary,affinity_iconic_caraxes,breed_hunter,item_shard_iconic_caraxes,command_unique_caraxes_01,habit_dragon_caraxes_slot1_01,Hunter's Wrath,habit_dragon_caraxes_slot2_01,Battle Dread,habit_dragon_caraxes_slot3_01,Dragon's Flair,habit_dragon_caraxes_slot4_01,Crippling Inferno,habit_dragon_caraxes_slot5_01,Mass Enfeeble,habit_dragon_caraxes_slot6_01,Blood Wyrm
dragon_generic_crimson,Crimson,"Crimson, known across the land as the Bloodscale Terror, inadvertently became the hero of a village cursed by a vermin scourge. In seeking relief for an unyielding itch, Crimson demolished the village tower, unleashing a fury upon a horde of rats hidden within. 

The villagers, who once trembled at the dragon’s shadow, now danced in his wake, celebrating the dragon who, in scratching his back, lifted their plight. A tale of unintended heroism, one that warms even the most jaded heart and reminds us that greatness can come from the most unexpected of places.",Icon_Dragon_Thumb_Crimson.png,rarity_dragon_legendary,affinity_generic_crimson,breed_hunter,item_shard_generic_crimson,command_unique_crimson_01,habit_dragon_crimson_slot1_01,Hunter's Cunning,habit_dragon_crimson_slot2_01,Enervate,habit_dragon_crimson_slot3_01,Dragon's Intellect,habit_dragon_crimson_slot4_01,Bloodscale Fury,habit_dragon_crimson_slot5_01,Unlikely Hero,habit_dragon_crimson_slot6_01,Vermin's Bane
dragon_iconic_sheepstealer,Sheepstealer,"Sheepstealer is no courtly dragon, no jewel of the pit, and no creature shaped by chains or ceremony. Brown as mud, smoke, and old earth, he haunts the high lonely places, descending without warning to seize sheep from the fields and vanish again into the wild. Generations of shepherds learned to scan the skies not for storms, but for the ragged shadow of his wings. 

Untamed for years and wary of men, Sheepstealer is a dragon of hunger, impulse, and endurance. He does not seek glory, nor does he answer easily to command. Yet beneath his rough hide burns an ancient will: stubborn, suspicious, and impossible to break.",Icon_Dragon_Thumb_Sheepstealer.png,rarity_dragon_legendary,affinity_iconic_sheepstealer,breed_hunter,item_shard_iconic_sheepstealer,command_unique_sheepstealer_01,habit_dragon_sheepstealer_slot1_01,Hunter's Cunning,habit_dragon_sheepstealer_slot2_01,Stolen Flock,habit_dragon_sheepstealer_slot3_01,Dragon's Cunning,habit_dragon_sheepstealer_slot4_01,Baited Kill,habit_dragon_sheepstealer_slot5_01,Wary Beast,habit_dragon_sheepstealer_slot6_01,Savage Claim
dragon_generic_sylveren,WIP Sylveren,"Sylveren, the Ethereal Hunter, whose scales caught the moonlight and wove it into dreams, is more than just a dragon—he is a guardian of the realm of sleep. In a world besieged by nightmares, it is Sylveren who flies beyond the veil of slumber, hunting the specters that dare to darken dreams. 

They say that those touched by Sylveren’s whispers sleep a slumber so peaceful, so profound, that they awaken with renewed vigor, their spirits forever entwined with the dragon who hunts the realm of dreams. His presence in the night is a blessing, a safeguard against the terrors that lurk in the shadows.",Icon_Dragon_Thumb_Sylveren.png,rarity_dragon_legendary,affinity_generic_sylveren,breed_hunter,item_shard_generic_sylveren,command_unique_sylveren_01,habit_dragon_sylveren_slot1_01,<color=purple>Work in Progress</color>,habit_dragon_sylveren_slot2_01,<color=purple>Work in Progress</color>,habit_dragon_sylveren_slot3_01,<color=purple>Work in Progress</color>,habit_dragon_sylveren_slot4_01,<color=purple>Work in Progress</color>,habit_dragon_sylveren_slot5_01,<color=purple>Work in Progress</color>,habit_dragon_sylveren_slot6_01,<color=purple>Work in Progress</color>
dragon_iconic_syrax,Syrax,"Syrax, the Golden Fury, is a partner in ambition to Queen Rhaenyra, with flames that burn for the Iron Throne. Together, they dance a dance of power and unity in the face of betrayal. Their bond is so fierce, their legacy so intertwined, that it is sung as a duet of dragonfire and royal tenacity. 

Their tale embodies the very essence of ""Through fire and blood,"" a testament to the unyielding spirit of House Targaryen. In the skies above, their flames burn bright, a symbol of their unwavering resolve.",Icon_Dragon_Thumb_Syrax.png,rarity_dragon_legendary,affinity_iconic_syrax,breed_sentinel,item_shard_iconic_syrax,command_unique_syrax_01,habit_dragon_syrax_slot1_01,Sentinel's Wit,habit_dragon_syrax_slot2_01,Mindful Synergy,habit_dragon_syrax_slot3_01,Flight Mastery,habit_dragon_syrax_slot4_01,Strategic Revival,habit_dragon_syrax_slot5_01,Tactical Inferno,habit_dragon_syrax_slot6_01,Mother's Mercy
dragon_generic_malachite,Malachite,"Malachite, the Green Warden, whose scales glitter like the rarest gems, is said to have hatched in a lightning-struck tree in the Stormlands. One fateful day, a greedy lord from House Baratheon sought to fell the ancient trees for his war machines. Malachite’s roar was so thunderous it made the very earth tremble and caused the lord to wet his breeches! The soldiers fled in terror, leaving their axes and saws to rust. Now, the only axes in that forest are the ones Malachite lets the squirrels play with. His roar is a guardian’s cry, a sound that ensures the ancient forest remains untouched by the greed of men.",Icon_Dragon_Thumb_Malachite.png,rarity_dragon_legendary,affinity_generic_malachite,breed_sentinel,item_shard_generic_malachite,command_unique_malachite_01,habit_dragon_malachite_slot1_01,Sentinel's Presence,habit_dragon_malachite_slot2_01,Forest's Instinct,habit_dragon_malachite_slot3_01,Wise Vigor,habit_dragon_malachite_slot4_01,Thunderous Roar,habit_dragon_malachite_slot5_01,Collective Might,habit_dragon_malachite_slot6_01,Lightning Strike
dragon_iconic_sunfyre,Sunfyre,"Sunfyre, the Golden, is counted among the most magnificent dragons ever to take wing, his scales shining like beaten gold and his pale fire bright enough to shame the dawn. In sunlight he seems less a beast than a living treasure, each sweep of his wings scattering radiance across the sky. 

Yet splendor has never softened him. Bound to Aegon II Targaryen, Sunfyre carries a pride as fierce as his flame, regal in ascent and devastating in wrath. Even wounded, his legend does not dim. Some fires do not merely burn. They endure, dazzling the world even as they consume it.",Icon_Dragon_Thumb_Sunfyre.png,rarity_dragon_legendary,affinity_iconic_sunfyre,breed_sentinel,item_shard_iconic_sunfyre,command_unique_sunfyre_01,habit_dragon_sunfyre_slot1_01,Sentinel's Wit,habit_dragon_sunfyre_slot2_01,Radiant Majesty,habit_dragon_sunfyre_slot3_01,Extinguish,habit_dragon_sunfyre_slot4_01,The King's Ire,habit_dragon_sunfyre_slot5_01,Unbroken Splendor,habit_dragon_sunfyre_slot6_01,Adaptive Glory
dragon_iconic_silverwing,WIP Silverwing,DRAGON_ICONIC_SILVERWING_DESC,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_legendary,affinity_iconic_silverwing,breed_sentinel,item_shard_iconic_silverwing,command_unique_silverwing_01,habit_dragon_silverwing_slot1_01,<color=purple>Work in Progress</color>,habit_dragon_silverwing_slot2_01,<color=purple>Work in Progress</color>,habit_dragon_silverwing_slot3_01,<color=purple>Work in Progress</color>,habit_dragon_silverwing_slot4_01,<color=purple>Work in Progress</color>,habit_dragon_silverwing_slot5_01,<color=purple>Work in Progress</color>,habit_dragon_silverwing_slot6_01,<color=purple>Work in Progress</color>
dragon_generic_dewdrop,WIP Dewdrop,"Dewdrop, the Gentle Guardian, whose scales shimmer like dew on a maiden's morning blush, is a sight so charming she could make the most cantankerous maester smile. Born during a gentle spring rain, it’s said Dewdrop’s mere presence blesses the land with abundant harvests and blooming flora. 

During a great famine, her magical mist turned a village’s barren fields into lush, green havens overnight. The grateful villagers, believing the Maiden herself had sent Dewdrop, built a shrine in her honor. They still polish her statue every fortnight, a tribute to the dragon who brings life where there was none.",Icon_Dragon_Thumb_Dewdrop.png,rarity_dragon_legendary,affinity_generic_dewdrop,breed_sentinel,item_shard_generic_dewdrop,command_unique_dewdrop_01,habit_dragon_dewdrop_slot1_01,<color=purple>Work in Progress</color>,habit_dragon_dewdrop_slot2_01,<color=purple>Work in Progress</color>,habit_dragon_dewdrop_slot3_01,<color=purple>Work in Progress</color>,habit_dragon_dewdrop_slot4_01,<color=purple>Work in Progress</color>,habit_dragon_dewdrop_slot5_01,<color=purple>Work in Progress</color>,habit_dragon_dewdrop_slot6_01,<color=purple>Work in Progress</color>
dragon_generic_venator,Venator,"Venator, the Shadow of the Wilds, was born during a celestial event foretold to change the very course of nature. Emerging from an egg dark as night, veined with molten lava, Venator became the guardian of the forest, mastering the laws of hunt and survival. 

His mere presence unsettled even the bravest hunters who dared venture into his realm, dimming their courage and clouding their senses with primal fear. Legends of Venator, whispered in hushed reverence around campfires, tell of a dragon whose attacks are swift and devastating, striking twice in the blink of an eye, and whose fiery breath scorches the earth and melts armor.",Icon_Dragon_Thumb_Venator.png,rarity_dragon_legendary,affinity_generic_venator,breed_warrior,item_shard_generic_venator,command_unique_venator_01,habit_dragon_venator_slot1_01,Warrior's Zeal,habit_dragon_venator_slot2_01,Hunter's Bane,habit_dragon_venator_slot3_01,Dragon's Might,habit_dragon_venator_slot4_01,Feral Precision,habit_dragon_venator_slot5_01,Armor Break,habit_dragon_venator_slot6_01,Desperate Ambush
dragon_iconic_vhagar,Vhagar,"Vhagar, that towering bronze marvel, named for a god of Old Valyria—and fittingly so, for she’s not just a dragon but history itself, given wings. Picture her under the fierce Queen Visenya, scorching her way through Aegon’s Conquest, stitching the very fabric of the Targaryen dynasty with threads of flame and fear. 

When the name Vhagar whispers through the halls, do pause and tremble ever so slightly. The oldest and largest dragon of her time, her breath can forge destiny, her wings cast shadows of doom. She is a legend made flesh, a force that shaped the very course of history.",Icon_Dragon_Thumb_Vhagar.png,rarity_dragon_legendary,affinity_iconic_vhagar,breed_warrior,item_shard_iconic_vhagar,command_unique_vhagar_01,habit_dragon_vhagar_slot1_01,Warrior's Resilience,habit_dragon_vhagar_slot2_01,Ancestral Shield,habit_dragon_vhagar_slot3_01,Battle Leader,habit_dragon_vhagar_slot4_01,Eclipse Cover,habit_dragon_vhagar_slot5_01,Blazing Onslaught,habit_dragon_vhagar_slot6_01,Skyward Titan
dragon_iconic_meleys,Meleys,"Meleys, the splendid Red Queen, with her scarlet scales and copper-bright horns, is a true marvel of the skies. Once ridden by Princess Alyssa Targaryen, Meleys now soars with Princess Rhaenys Targaryen upon her back. 

Known for her swiftness, Meleys can outpace even the mightiest of dragons, a testament to her regal bearing. As a dragon of House Targaryen, she embodies the fiery spirit and indomitable will of her riders.",Icon_Dragon_Thumb_Meleys.png,rarity_dragon_legendary,affinity_iconic_meleys,breed_warrior,item_shard_iconic_meleys,command_unique_meleys_01,habit_dragon_meleys_slot1_01,Warrior's Resilience,habit_dragon_meleys_slot2_01,Royal Rend,habit_dragon_meleys_slot3_01,Battle Rush,habit_dragon_meleys_slot4_01,Queen's Vengeance,habit_dragon_meleys_slot5_01,Battle Guile,habit_dragon_meleys_slot6_01,The Red Queen
dragon_iconic_moondancer,Moondancer,"Moondancer is slender, swift, and silver-green, a dragon of quick turns and flashing wings, more blade than hammer in the open sky. Though young and smaller than the great war-dragons of the age, she moves with a grace that makes size seem a crude and clumsy thing. 

With Baela Targaryen upon her back, Moondancer is courage given form: bold, bright, and unwilling to yield before greater shadows. She does not conquer through dread alone, but through speed, daring, and the fierce devotion between rider and dragon. Where Moondancer flies, youth itself becomes a weapon: reckless, radiant, and impossible to ignore.",Icon_Dragon_Thumb_Moondancer.png,rarity_dragon_legendary,affinity_iconic_moondancer,breed_warrior,item_shard_iconic_moondancer,command_unique_moondancer_01,habit_dragon_moondancer_slot1_01,Warrior's Zeal,habit_dragon_moondancer_slot2_01,New Moon,habit_dragon_moondancer_slot3_01,Reactive Instincts,habit_dragon_moondancer_slot4_01,Full Moon,habit_dragon_moondancer_slot5_01,Blood Moon,habit_dragon_moondancer_slot6_01,Eclipsing Strike
dragon_generic_belmorghul,WIP Belmorghul,"Belmorghul, the Shadow of the Battlefield, strikes terror into the hearts of all who dare oppose him. With eyes that burn like the fires of the Seven Hells, his most famed exploit—the Siege of Blackstone Keep—remains a tale whispered in awe and fear. Ser Draven, his rider, found himself besieged, surrounded by enemies with no hope of escape. 

In his darkest hour, Belmorghul descended with a roar that shook the very earth, his black flames turning night into day. The enemy was incinerated, their screams lost in the inferno, and the keep was saved. They say the shadows of those flames still dance upon the walls of Blackstone Keep, whispering ancient secrets to those who dare listen.",Icon_Dragon_Thumb_Belmorghul.png,rarity_dragon_legendary,affinity_generic_belmorghul,breed_warrior,item_shard_generic_belmorghul,command_unique_belmorghul_01,habit_dragon_belmorghul_slot1_01,<color=purple>Work in Progress</color>,habit_dragon_belmorghul_slot2_01,<color=purple>Work in Progress</color>,habit_dragon_belmorghul_slot3_01,<color=purple>Work in Progress</color>,habit_dragon_belmorghul_slot4_01,<color=purple>Work in Progress</color>,habit_dragon_belmorghul_slot5_01,<color=purple>Work in Progress</color>,habit_dragon_belmorghul_slot6_01,<color=purple>Work in Progress</color>
dragon_nodedefender_champion_alpha,Fearless Champion,DRAGON_NODEDEFENDER_CHAMPION_ALPHA_DESC,Icon_Dragon_Thumb_Solstryker.png,rarity_dragon_uncommon,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_champion_alpha_01,,,,,,,,,,,,
dragon_nodedefender_champion_beta,Valiant Champion,DRAGON_NODEDEFENDER_CHAMPION_BETA_DESC,Icon_Dragon_Thumb_Bevlorin.png,rarity_dragon_uncommon,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_champion_beta_01,,,,,,,,,,,,
dragon_nodedefender_hunter_alpha,Cunning Hunter,DRAGON_NODEDEFENDER_HUNTER_ALPHA_DESC,Icon_Dragon_Thumb_Antares.png,rarity_dragon_uncommon,affinity_nodedefender_neutral,breed_hunter,curr_Gold,command_pve_hunter_alpha_01,,,,,,,,,,,,
dragon_nodedefender_hunter_beta,Savage Hunter,DRAGON_NODEDEFENDER_HUNTER_BETA_DESC,Icon_Dragon_Thumb_Jagadrix.png,rarity_dragon_uncommon,affinity_nodedefender_neutral,breed_hunter,curr_Gold,command_pve_hunter_beta_01,,,,,,,,,,,,
dragon_nodedefender_sentinel_alpha,Steadfast Sentinel,DRAGON_NODEDEFENDER_SENTINEL_ALPHA_DESC,Icon_Dragon_Thumb_Shimmer.png,rarity_dragon_uncommon,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_sentinel_alpha_01,,,,,,,,,,,,
dragon_nodedefender_sentinel_beta,Vigilant Sentinel,DRAGON_NODEDEFENDER_SENTINEL_BETA_DESC,Icon_Dragon_Thumb_Vesper.png,rarity_dragon_uncommon,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_sentinel_beta_01,,,,,,,,,,,,
dragon_nodedefender_warrior_alpha,Brazen Warrior,DRAGON_NODEDEFENDER_WARRIOR_ALPHA_DESC,Icon_Dragon_Thumb_Thunderstrike.png,rarity_dragon_uncommon,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_warrior_alpha_01,,,,,,,,,,,,
dragon_nodedefender_warrior_beta,Mighty Warrior,DRAGON_NODEDEFENDER_WARRIOR_BETA_DESC,Icon_Dragon_Thumb_Shadowrend.png,rarity_dragon_uncommon,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_warrior_beta_01,,,,,,,,,,,,
dragon_nodedefender_bandit,Bandits,DRAGON_NODEDEFENDER_BANDIT_DESC,Icon_NodeDefender_Thumb_Bandit.png,rarity_dragon_common,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_bandit_01,,,,,,,,,,,,
dragon_nodedefender_outlaw,Outlaws,DRAGON_NODEDEFENDER_OUTLAW_DESC,Icon_NodeDefender_Thumb_Bandit.png,rarity_dragon_common,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_outlaw_01,,,,,,,,,,,,
dragon_nodedefender_marauder,Marauders,DRAGON_NODEDEFENDER_MARAUDER_DESC,Icon_NodeDefender_Thumb_Bandit.png,rarity_dragon_common,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_marauder_01,,,,,,,,,,,,
dragon_nodedefender_raider,Raider,DRAGON_NODEDEFENDER_RAIDER_DESC,Icon_NodeDefender_Thumb_Bandit.png,rarity_dragon_common,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_raider_01,,,,,,,,,,,,
dragon_nodedefender_brigand,Brigand,DRAGON_NODEDEFENDER_BRIGAND_DESC,Icon_NodeDefender_Thumb_Bandit.png,rarity_dragon_common,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_brigand_01,,,,,,,,,,,,
dragon_nodedefender_renegade,Renegade,DRAGON_NODEDEFENDER_RENEGADE_DESC,Icon_NodeDefender_Thumb_Bandit.png,rarity_dragon_common,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_renegade_01,,,,,,,,,,,,
dragon_nodedefender_smuggler,Smuggler,DRAGON_NODEDEFENDER_SMUGGLER_DESC,Icon_NodeDefender_Thumb_Bandit.png,rarity_dragon_common,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_smuggler_01,,,,,,,,,,,,
dragon_generic_silversong,DRAGON_GENERIC_SILVERSONG_NAME,DRAGON_GENERIC_SILVERSONG_DESC,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_epic,affinity_nodedefender_neutral,breed_hunter,item_shard_generic_silversong,command_unique_silversong_01,,,,,,,,,,,,
dragon_nodedefender_pigsy,Sir Pigsy Porkington,DRAGON_NODEDEFENDER_BANDIT_DESC,Icon_Dragon_Thumb_Porcine.png,rarity_dragon_legendary,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_bandit_01,,,,,,,,,,,,
dragon_nodedefender_rodrick,DRAGON_NODEDEFENDER_RODRICK_NAME,DRAGON_NODEDEFENDER_RODRICK_DESC,Icon_NodeDefender_Thumb_Rodrick.png,rarity_dragon_common,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_bandit_01,,,,,,,,,,,,
dragon_nodedefender_crabfeeder,DRAGON_NODEDEFENDER_CRABFEEDER_NAME,DRAGON_NODEDEFENDER_CRABFEEDER_DESC,Icon_NodeDefender_Thumb_Crabfeeder.png,rarity_dragon_common,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_bandit_01,,,,,,,,,,,,
dragon_nodedefender_spwn_boar_alpha,Boars,"Feral and territorial, the wild boar is feared even by knights. Its tusks can gut a man in seconds, and many lords have met their end on its charge.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use.

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Boar.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_spwn_boar_01,,,,,,,,,,,,
dragon_nodedefender_spwn_boar_beta,Boars,"Feral and territorial, the wild boar is feared even by knights. Its tusks can gut a man in seconds, and many lords have met their end on its charge.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use.

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Boar.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_spwn_boar_01,,,,,,,,,,,,
dragon_nodedefender_spwn_boar_charlie,Boars,"Feral and territorial, the wild boar is feared even by knights. Its tusks can gut a man in seconds, and many lords have met their end on its charge.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use.

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Boar.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_spwn_boar_01,,,,,,,,,,,,
dragon_nodedefender_spwn_bear_alpha,Bears,"A great beast, thick with fur and rage. Whether stirred by hunger or blood, few survive an encounter with a bear roused to wrath.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Bear.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_bear_01,,,,,,,,,,,,
dragon_nodedefender_spwn_bear_beta,Bears,"A great beast, thick with fur and rage. Whether stirred by hunger or blood, few survive an encounter with a bear roused to wrath.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Bear.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_bear_01,,,,,,,,,,,,
dragon_nodedefender_spwn_bear_charlie,Bears,"A great beast, thick with fur and rage. Whether stirred by hunger or blood, few survive an encounter with a bear roused to wrath.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Bear.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_bear_01,,,,,,,,,,,,
dragon_nodedefender_spwn_scorpion_alpha,Scorpions,"Though their sting is not as vile as the Manticore's, treading on a den of these venomous creatures is always a danger when traversing the deserts of Dorne.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Scorpion.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_hunter,curr_Gold,command_pve_spwn_scorpion_01,,,,,,,,,,,,
